"Week","date2014","date2015","date2016","date2017","date2018","date2019","basis2019","basis2018","basis2017","basis2016","basis2015","basis2014","City","Company"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.7475,-0.7025,-0.7125,-0.4575,NA,NA,"TRENTON MO","GFG AG SERVICES"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.7,-0.6975,-0.6975,-0.6,NA,NA,"TRENTON MO","GFG AG SERVICES"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.7,-0.6475,-0.6825,-0.65,NA,NA,"TRENTON MO","GFG AG SERVICES"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.7025,-0.655,-0.6775,-0.6525,NA,NA,"TRENTON MO","GFG AG SERVICES"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.8275,-0.8,-0.6925,-0.6525,NA,NA,"TRENTON MO","GFG AG SERVICES"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.6575,-0.6975,-0.6525,-0.655,NA,NA,"TRENTON MO","GFG AG SERVICES"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.655,-0.5975,-0.646,-0.5975,NA,NA,"TRENTON MO","GFG AG SERVICES"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.7025,-0.5263,-0.6012,-0.6475,NA,NA,"TRENTON MO","GFG AG SERVICES"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.7475,-0.5025,-0.5775,-0.63,NA,NA,"TRENTON MO","GFG AG SERVICES"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-0.75,-0.5,-0.5475,-0.555,NA,NA,"TRENTON MO","GFG AG SERVICES"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-0.8025,-0.505,-0.5475,-0.505,NA,NA,"TRENTON MO","GFG AG SERVICES"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-0.8025,-0.455,-0.53,-0.4975,NA,NA,"TRENTON MO","GFG AG SERVICES"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-0.8375,-0.5025,NA,-0.4125,NA,NA,"TRENTON MO","GFG AG SERVICES"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-0.805,-0.5,-0.5975,-0.4375,NA,NA,"TRENTON MO","GFG AG SERVICES"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.705,-0.4525,-0.5975,-0.435,NA,NA,"TRENTON MO","GFG AG SERVICES"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-0.7,-0.4475,-0.6075,-0.375,NA,NA,"TRENTON MO","GFG AG SERVICES"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-0.67,-0.645,-0.69,-0.395,NA,NA,"TRENTON MO","GFG AG SERVICES"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.675,-0.5975,-0.63,-0.4137,NA,NA,"TRENTON MO","GFG AG SERVICES"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.675,-0.635,-0.6475,-0.195,NA,NA,"TRENTON MO","GFG AG SERVICES"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.6675,-0.6775,-0.585,-0.2475,NA,NA,"TRENTON MO","GFG AG SERVICES"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.805,-0.85,-0.7,-0.255,NA,NA,"TRENTON MO","GFG AG SERVICES"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.825,-0.85,-0.705,-0.555,NA,NA,"TRENTON MO","GFG AG SERVICES"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.7975,-0.8,-0.7,-0.6475,NA,NA,"TRENTON MO","GFG AG SERVICES"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,-0.8525,-0.85,-0.805,-0.645,NA,NA,"TRENTON MO","GFG AG SERVICES"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,-0.7975,-0.805,-0.8025,-0.705,NA,NA,"TRENTON MO","GFG AG SERVICES"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,-0.7975,-0.7525,-0.8025,-0.75,NA,NA,"TRENTON MO","GFG AG SERVICES"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,-0.8,-0.7475,-0.7825,-0.855,NA,NA,"TRENTON MO","GFG AG SERVICES"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,-0.7975,-0.8025,-0.755,-0.95,NA,NA,"TRENTON MO","GFG AG SERVICES"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-0.905,-0.8825,-0.9475,NA,NA,"TRENTON MO","GFG AG SERVICES"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-0.655,-0.885,-0.9525,NA,NA,"TRENTON MO","GFG AG SERVICES"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,NA,-0.8625,-0.82,NA,NA,"TRENTON MO","GFG AG SERVICES"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-0.655,-0.7688,-0.82,NA,NA,"TRENTON MO","GFG AG SERVICES"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-0.655,-0.6975,-0.8175,NA,NA,"TRENTON MO","GFG AG SERVICES"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-0.7,-0.7025,-0.8175,NA,NA,"TRENTON MO","GFG AG SERVICES"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-0.7,-0.7,NA,NA,NA,"TRENTON MO","GFG AG SERVICES"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-0.7,-0.705,NA,NA,NA,"TRENTON MO","GFG AG SERVICES"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,NA,NA,NA,NA,NA,-0.33,"TRENTON MO","HOFFMAN AND REED"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,NA,NA,NA,NA,NA,-0.2325,"TRENTON MO","HOFFMAN AND REED"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,NA,NA,NA,NA,NA,-0.33,"TRENTON MO","HOFFMAN AND REED"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,NA,NA,NA,NA,NA,-0.35,"TRENTON MO","HOFFMAN AND REED"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,NA,NA,NA,NA,NA,-0.1525,"TRENTON MO","HOFFMAN AND REED"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,NA,NA,NA,NA,NA,-0.44,"TRENTON MO","HOFFMAN AND REED"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,NA,NA,NA,NA,NA,-0.5425,"TRENTON MO","HOFFMAN AND REED"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,NA,NA,NA,NA,NA,-0.4925,"TRENTON MO","HOFFMAN AND REED"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,NA,NA,NA,NA,NA,-0.585,"TRENTON MO","HOFFMAN AND REED"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,NA,NA,NA,NA,NA,-0.54,"TRENTON MO","HOFFMAN AND REED"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,NA,NA,NA,NA,NA,-0.5425,"TRENTON MO","HOFFMAN AND REED"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,NA,NA,NA,NA,NA,-0.29,"TRENTON MO","HOFFMAN AND REED"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,NA,NA,NA,NA,NA,-0.2525,"TRENTON MO","HOFFMAN AND REED"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,NA,NA,NA,NA,NA,-0.2825,"TRENTON MO","HOFFMAN AND REED"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,NA,NA,NA,NA,NA,-0.2775,"TRENTON MO","HOFFMAN AND REED"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,NA,NA,NA,NA,NA,-0.2713,"TRENTON MO","HOFFMAN AND REED"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,NA,NA,NA,NA,NA,-0.1025,"TRENTON MO","HOFFMAN AND REED"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,NA,NA,NA,NA,NA,-0.0975,"TRENTON MO","HOFFMAN AND REED"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,NA,NA,NA,NA,NA,-0.0525,"TRENTON MO","HOFFMAN AND REED"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,NA,NA,NA,NA,NA,-0.09,"TRENTON MO","HOFFMAN AND REED"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,NA,NA,NA,NA,NA,-0.385,"TRENTON MO","HOFFMAN AND REED"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,NA,NA,NA,NA,NA,-0.355,"TRENTON MO","HOFFMAN AND REED"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,NA,NA,NA,NA,NA,-0.25,"TRENTON MO","HOFFMAN AND REED"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,NA,NA,NA,NA,NA,-0.2375,"TRENTON MO","HOFFMAN AND REED"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,NA,NA,NA,NA,NA,0.4325,"TRENTON MO","HOFFMAN AND REED"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,NA,NA,NA,NA,NA,0.405,"TRENTON MO","HOFFMAN AND REED"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,NA,NA,NA,NA,NA,0.3975,"TRENTON MO","HOFFMAN AND REED"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,NA,NA,NA,NA,NA,0.2275,"TRENTON MO","HOFFMAN AND REED"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,NA,NA,NA,NA,NA,1.005,"TRENTON MO","HOFFMAN AND REED"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,NA,NA,NA,NA,NA,1.095,"TRENTON MO","HOFFMAN AND REED"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,NA,NA,NA,NA,NA,0.6325,"TRENTON MO","HOFFMAN AND REED"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,NA,NA,NA,NA,NA,2.0825,"TRENTON MO","HOFFMAN AND REED"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,NA,NA,NA,NA,NA,NA,"TRENTON MO","HOFFMAN AND REED"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,NA,NA,NA,NA,NA,NA,"TRENTON MO","HOFFMAN AND REED"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,NA,NA,NA,NA,NA,NA,"TRENTON MO","HOFFMAN AND REED"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,NA,NA,NA,NA,NA,-0.8475,"TRENTON MO","HOFFMAN AND REED"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,NA,NA,NA,NA,NA,-0.8975,"TRENTON MO","HOFFMAN AND REED"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,NA,NA,NA,NA,NA,-0.85,"TRENTON MO","HOFFMAN AND REED"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,NA,NA,NA,NA,NA,-0.855,"TRENTON MO","HOFFMAN AND REED"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,NA,NA,NA,NA,NA,-0.8588,"TRENTON MO","HOFFMAN AND REED"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,NA,NA,NA,NA,-0.9025,"TRENTON MO","HOFFMAN AND REED"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,NA,NA,NA,NA,-0.7475,"TRENTON MO","HOFFMAN AND REED"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,NA,NA,NA,NA,-0.7475,"TRENTON MO","HOFFMAN AND REED"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,NA,NA,NA,NA,-0.75,"TRENTON MO","HOFFMAN AND REED"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,NA,NA,NA,NA,-0.7525,"TRENTON MO","HOFFMAN AND REED"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,NA,NA,NA,NA,-0.75,"TRENTON MO","HOFFMAN AND REED"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,NA,NA,NA,NA,NA,"TRENTON MO","HOFFMAN AND REED"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,NA,NA,NA,NA,NA,"TRENTON MO","HOFFMAN AND REED"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-1.27,-0.8375,-0.8725,-0.6475,-0.7125,-0.5,"UNIONVILLE MO","MFA"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-1.23,-0.85,-0.885,-0.63,-0.7125,-0.5025,"UNIONVILLE MO","MFA"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-1.315,-0.8675,-1.0125,-0.63,-0.725,-0.54,"UNIONVILLE MO","MFA"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-1.27,-0.94,-0.995,-0.63,-0.7325,-0.63,"UNIONVILLE MO","MFA"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-1.1675,-0.95,-0.9075,-0.6475,-0.64,-0.4925,"UNIONVILLE MO","MFA"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-1.155,-0.9525,-0.9175,-0.65,-0.5675,-0.63,"UNIONVILLE MO","MFA"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-1.155,-0.9925,-0.8625,-0.635,-0.6175,-0.6325,"UNIONVILLE MO","MFA"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-1.115,-0.93,-0.8375,-0.6775,-0.6775,-0.6225,"UNIONVILLE MO","MFA"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-1.21,-1.0925,-0.9775,-0.674,-0.6925,-0.625,"UNIONVILLE MO","MFA"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-1.15,-1.1325,-0.9475,-0.6675,-0.6975,-0.72,"UNIONVILLE MO","MFA"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-1.065,-1.1175,-0.93,-0.695,-0.68,-0.6625,"UNIONVILLE MO","MFA"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-1.115,-1.17,-0.8688,-0.7613,-0.5775,-0.55,"UNIONVILLE MO","MFA"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-1.1475,-0.9725,-0.8425,-0.77,-0.5775,-0.6425,"UNIONVILLE MO","MFA"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-1.15,-0.9275,-0.7975,-0.7575,-0.615,-0.6525,"UNIONVILLE MO","MFA"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-1.13,-0.9675,-0.8025,-0.6775,-0.62,-0.5775,"UNIONVILLE MO","MFA"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-1.0925,-0.915,-0.7575,-0.8,-0.58,-0.6063,"UNIONVILLE MO","MFA"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-1.0175,-0.91,-0.8325,-0.87,-0.425,-0.5525,"UNIONVILLE MO","MFA"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-1.1175,-0.9075,-0.7725,-0.9025,-0.4825,-0.3975,"UNIONVILLE MO","MFA"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-1.155,-0.9175,-0.746,-0.9525,-0.4525,-0.4225,"UNIONVILLE MO","MFA"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-1.1525,-0.9313,-0.7525,-0.835,-0.43,-0.42,"UNIONVILLE MO","MFA"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-1.1075,-0.9725,-0.6675,-0.7475,-0.4725,-0.575,"UNIONVILLE MO","MFA"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-1.09,-0.95,-0.7575,-0.8375,-0.505,-0.585,"UNIONVILLE MO","MFA"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-1.0825,-0.915,-0.7675,-0.8,-0.48,-0.66,"UNIONVILLE MO","MFA"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-1.0425,-0.845,-0.71,-0.705,-0.6075,-0.4875,"UNIONVILLE MO","MFA"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-1.0175,-0.7525,NA,-0.655,-0.5275,0.3025,"UNIONVILLE MO","MFA"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-1.035,-0.85,-0.9275,-0.6775,-0.1775,0.295,"UNIONVILLE MO","MFA"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.905,-0.9225,-0.8475,NA,-0.4525,-0.0025,"UNIONVILLE MO","MFA"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-1.01,-0.9875,NA,NA,-0.3488,-0.1225,"UNIONVILLE MO","MFA"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-1.18,-1.085,-0.7,NA,-0.0375,0.905,"UNIONVILLE MO","MFA"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-1.165,-1.1275,-0.68,NA,-0.335,0.745,"UNIONVILLE MO","MFA"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.935,-1.115,-0.6675,NA,-0.305,0.7825,"UNIONVILLE MO","MFA"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-1.0575,-1.2625,-0.695,NA,-0.3,0.4825,"UNIONVILLE MO","MFA"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-1.255,-1.37,-0.9,NA,-0.45,0.8,"UNIONVILLE MO","MFA"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-1.345,-1.42,-1.005,NA,-0.3025,0.0525,"UNIONVILLE MO","MFA"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-1.2875,-1.42,-1.03,NA,-0.4225,1.895,"UNIONVILLE MO","MFA"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,-1.3025,-1.37,-1.205,NA,-0.7088,-1.0475,"UNIONVILLE MO","MFA"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,-1.1175,-1.255,-1.1525,NA,-0.7,-0.9975,"UNIONVILLE MO","MFA"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,-1.1175,-1.1225,-1.0525,NA,-0.705,-0.7,"UNIONVILLE MO","MFA"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,-1.05,-1.1675,-1.0525,-1.155,-0.72,-0.755,"UNIONVILLE MO","MFA"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,-1.0175,-1.3363,-1.145,-1.29,-0.655,-0.8638,"UNIONVILLE MO","MFA"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-1.155,-1.1925,-1.215,-0.64,-0.8425,"UNIONVILLE MO","MFA"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-1.075,-1.075,-1.08,-0.5675,-0.8175,"UNIONVILLE MO","MFA"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,-1.12,-0.9525,-1.0675,-0.5875,-0.8175,"UNIONVILLE MO","MFA"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-1.175,-0.9038,-1.0775,-0.5725,-0.7,"UNIONVILLE MO","MFA"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-1.295,-0.9675,-1.05,-0.6125,-0.6525,"UNIONVILLE MO","MFA"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-1.35,-0.9725,-0.95,-0.6275,-0.68,"UNIONVILLE MO","MFA"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-1.17,-0.89,-0.8475,-0.565,-0.7,"UNIONVILLE MO","MFA"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-1.17,-0.825,-0.8475,-0.6113,-0.7775,"UNIONVILLE MO","MFA"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.55,-0.1175,-0.4025,-0.0075,-0.4125,0.13,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.55,-0.28,-0.405,0.06,-0.3725,0.2775,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-0.555,-0.2875,-0.5025,0.01,-0.375,0,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.55,-0.345,-0.505,0.01,-0.4525,-0.35,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.5075,-0.35,-0.5075,-0.0675,-0.25,-0.2125,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.505,-0.3425,-0.5075,-0.06,-0.1475,-0.35,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.505,-0.4525,-0.5025,-0.065,-0.1075,-0.3525,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.505,-0.45,-0.5075,-0.0775,-0.1075,-0.1825,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.53,-0.5525,-0.6075,-0.134,-0.1725,-0.185,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.45,-0.5525,-0.5075,-0.0675,-0.2075,-0.18,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.345,-0.6075,-0.5,-0.085,-0.2,-0.3025,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.455,-0.6,-0.3538,-0.1363,-0.1575,-0.2,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.4475,-0.5525,-0.3025,-0.17,-0.1275,-0.2025,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.5,-0.4075,-0.3075,-0.1775,-0.125,-0.1725,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.5,-0.5075,-0.2725,-0.0875,-0.12,-0.1775,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.5025,-0.445,-0.2575,-0.27,-0.085,-0.1763,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.5275,-0.35,-0.2225,-0.39,-0.085,-0.0525,"VANDALIA MO","LADDONIA-VANDALIA-MARTINSBURG MFA"
